filename,r2,rmse,season,fractional_forest_cover,condition,region,checkpoint_name,month
LC09_20220807_FSC37_51.61605721431307_-116.04841051260235.tif,0.7554254267380143,0.2214378416538238,summer,0.0003,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC39_50.79565981063407_-116.981805131952240.tif,0.9016923098888396,0.1479971557855606,summer,0.0,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC39_51.09275518987701_-117.35510585358985.tif,0.8837808603587062,0.1611086577177047,summer,0.0041,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC3_52.2846184166557250_-117.16464098400895.tif,0.8706976327895315,0.0626348108053207,summer,0.0452,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC41_50.7888659262584300_-116.94511938858903.tif,0.7484597548205353,0.2260594666004181,summer,0.0007,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC41_50.878293604795196_-117.08170504997962.tif,0.5434099650922388,0.306937038898468,summer,0.0303,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC41_51.01889486559961_-116.08339409752539.tif,0.7765659805787364,0.2233684659004211,summer,0.0001,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC41_51.14864615548124_-116.0145084889188.tif,0.5805576864378319,0.2882669866085052,summer,0.0001,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC41_51.44009879670329_-115.88650061966754.tif,0.7728775550791565,0.2162709534168243,summer,0.0006,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC44_51.10128657372319_-117.994054955568130.tif,0.7534178768026422,0.2148887515068054,summer,0.0025,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC45_51.10214492186273_-118.06668136930058.tif,0.8532023082810397,0.1732795089483261,summer,0.0086,clear_1y17j4tq_with,rockies,seasons,08
